Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,AMNSIL,Damodar Valley Corporation,Total
2013-04-18,,2600.0,8.0,117.0,400.0,0.0,113.0,1.0,0.0,0.0,100.0,40.0,411.0,0.0,100.0,0.0,850.0,500.0,,7.0,393.0,6.0,15.0,2.0,1.0,0.0,0.0,85.0,0.0,0.0,604.0,,24.0,2050.0,80.0,220.0,,0.0,8727.0
2013-04-19,,2250.0,6.0,173.0,400.0,0.0,56.0,0.0,0.0,0.0,70.0,25.0,351.0,0.0,100.0,0.0,900.0,500.0,,0.0,71.0,6.0,15.0,2.0,1.0,0.0,0.0,70.0,0.0,0.0,1704.0,,24.0,2505.0,75.0,0.0,,0.0,9304.0
2013-04-20,,1750.0,7.0,164.0,600.0,0.0,56.0,0.0,0.0,0.0,70.0,22.0,235.0,0.0,100.0,0.0,600.0,500.0,,0.0,85.0,24.0,34.0,6.0,1.0,0.0,0.0,349.0,0.0,0.0,565.0,,14.0,2260.0,0.0,15.0,,285.0,7742.0
2013-04-21,,1500.0,6.0,306.0,500.0,0.0,56.0,0.0,0.0,0.0,70.0,11.0,0.0,0.0,100.0,0.0,800.0,500.0,,0.0,57.0,5.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1197.0,,5.0,1180.0,0.0,0.0,,0.0,6319.0
2013-04-22,,2800.0,4.0,177.0,450.0,0.0,604.0,1.0,0.0,0.0,71.0,47.0,0.0,0.0,100.0,0.0,600.0,500.0,,10.0,206.0,5.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1343.0,,19.0,1460.0,60.0,20.0,,0.0,8494.0
2013-04-23,,1500.0,4.0,175.0,550.0,0.0,76.0,4.0,2.0,0.0,42.0,110.0,0.0,0.0,100.0,0.0,600.0,500.0,,46.0,373.0,3.0,4.0,1.0,1.0,0.0,0.0,205.0,0.0,0.0,1264.0,,6.0,1660.0,0.0,0.0,,0.0,7226.0
2013-04-24,,2500.0,1.0,254.0,400.0,0.0,230.0,3.0,1.0,0.0,32.0,94.0,0.0,0.0,100.0,0.0,1000.0,500.0,,38.0,722.0,5.0,35.0,3.0,2.0,0.0,0.0,288.0,0.0,0.0,1699.0,,40.0,1500.0,75.0,10.0,,0.0,9532.0
2013-04-25,,2000.0,5.0,223.0,300.0,0.0,63.0,1.0,1.0,0.0,51.0,59.0,0.0,0.0,100.0,0.0,800.0,500.0,,14.0,566.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1904.0,,40.0,1235.0,75.0,20.0,,0.0,7967.0
2013-04-26,,2625.0,7.0,207.0,220.0,0.0,92.0,7.0,3.0,0.0,45.0,692.0,0.0,25.0,100.0,0.0,750.0,500.0,,85.0,685.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2282.0,,20.0,2370.0,60.0,56.0,,0.0,10842.0
2013-04-27,,1750.0,4.0,198.0,70.0,0.0,61.0,1.0,0.0,0.0,51.0,40.0,0.0,0.0,100.0,0.0,750.0,500.0,,10.0,483.0,6.0,35.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1924.0,,7.0,1500.0,0.0,14.0,,0.0,7514.0
2013-04-28,,1750.0,7.0,156.0,400.0,0.0,61.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,500.0,450.0,,10.0,252.0,5.0,32.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,497.0,,17.0,1180.0,0.0,14.0,,0.0,5487.0
2013-04-29,,1800.0,2.0,185.0,450.0,0.0,65.0,2.0,1.0,3.0,1.0,65.0,44.0,0.0,100.0,0.0,600.0,500.0,,20.0,370.0,4.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2032.0,,2.0,1405.0,0.0,28.0,,0.0,7693.0
2013-04-30,,2800.0,2.0,156.0,600.0,0.0,64.0,1.0,1.0,0.0,1.0,60.0,0.0,0.0,100.0,0.0,600.0,500.0,,18.0,663.0,2.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2261.0,,25.0,1780.0,0.0,106.0,,200.0,9956.0
2013-05-01,,2000.0,10.0,116.0,500.0,0.0,56.0,0.0,0.0,0.0,50.0,36.0,0.0,0.0,100.0,0.0,500.0,450.0,,0.0,55.0,5.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2203.0,,24.0,1465.0,0.0,0.0,,0.0,7575.0
2013-05-02,,2500.0,17.0,132.0,100.0,0.0,56.0,0.0,0.0,0.0,40.0,40.0,0.0,0.0,100.0,0.0,600.0,500.0,,0.0,334.0,25.0,1.0,4.0,12.0,100.0,0.0,0.0,0.0,0.0,2331.0,,37.0,1920.0,0.0,14.0,,0.0,8863.0
2013-05-03,,2500.0,5.0,163.0,200.0,0.0,68.0,2.0,1.0,0.0,51.0,56.0,0.0,0.0,100.0,0.0,500.0,500.0,,27.0,184.0,18.0,4.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,842.0,,50.0,1680.0,215.0,5.0,,0.0,7187.0
2013-05-04,,2200.0,14.0,247.0,225.0,0.0,82.0,5.0,2.0,0.0,43.0,72.0,0.0,0.0,100.0,63.0,400.0,500.0,,58.0,352.0,2.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1942.0,,14.0,1150.0,70.0,31.0,,0.0,7595.0
2013-05-05,,2000.0,15.0,217.0,175.0,0.0,103.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,57.0,350.0,450.0,,0.0,149.0,3.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,2067.0,,4.0,1660.0,0.0,39.0,,0.0,7424.0
2013-05-06,,1800.0,2.0,133.0,500.0,0.0,67.0,2.0,1.0,0.0,61.0,72.0,133.0,0.0,100.0,154.0,800.0,500.0,,25.0,406.0,1.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2287.0,,19.0,2480.0,75.0,20.0,,0.0,9656.0
2013-05-07,,3000.0,2.0,73.0,400.0,0.0,109.0,2.0,1.0,0.0,87.0,88.0,247.0,0.0,100.0,0.0,300.0,500.0,,33.0,444.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1131.0,,26.0,2120.0,215.0,20.0,,0.0,8910.0
2013-05-08,,3800.0,3.0,181.0,600.0,0.0,56.0,0.0,0.0,0.0,45.0,36.0,0.0,0.0,100.0,18.0,500.0,500.0,,0.0,409.0,7.0,12.0,2.0,6.0,0.0,20.0,0.0,0.0,0.0,1537.0,,17.0,2150.0,160.0,22.0,,0.0,10181.0
2013-05-09,,2500.0,2.0,162.0,550.0,0.0,54.0,1.0,0.0,0.0,46.0,48.0,0.0,0.0,100.0,0.0,600.0,520.0,,10.0,563.0,1.0,0.0,4.0,3.0,0.0,40.0,0.0,37.0,0.0,542.0,,14.0,2475.0,0.0,8.0,,0.0,8280.0
2013-05-10,,2000.0,3.0,151.0,200.0,0.0,61.0,1.0,0.0,4.0,41.0,52.0,0.0,0.0,100.0,0.0,600.0,500.0,,10.0,470.0,4.0,18.0,4.0,4.0,0.0,30.0,0.0,0.0,0.0,556.0,,34.0,2000.0,0.0,0.0,,0.0,6843.0
2013-05-11,,1300.0,12.0,151.0,100.0,0.0,56.0,0.0,0.0,0.0,35.0,28.0,0.0,0.0,100.0,0.0,450.0,500.0,,0.0,456.0,3.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,590.0,,22.0,200.0,0.0,0.0,,0.0,4028.0
2013-05-12,,0.0,14.0,167.0,240.0,0.0,56.0,0.0,0.0,3.0,0.0,40.0,0.0,0.0,100.0,0.0,350.0,450.0,,0.0,333.0,15.0,4.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,580.0,,14.0,0.0,0.0,0.0,,0.0,2391.0
2013-05-13,,2000.0,8.0,147.0,250.0,0.0,61.0,1.0,0.0,0.0,61.0,55.0,0.0,0.0,100.0,10.0,450.0,500.0,,12.0,543.0,8.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,568.0,,39.0,1800.0,75.0,0.0,,0.0,6699.0
2013-05-14,,1750.0,9.0,46.0,550.0,0.0,103.0,0.0,0.0,0.0,65.0,36.0,0.0,4.0,100.0,0.0,500.0,500.0,,0.0,553.0,4.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,613.0,,12.0,1230.0,225.0,0.0,,0.0,6317.0
2013-05-15,,2500.0,8.0,134.0,600.0,0.0,102.0,0.0,0.0,0.0,40.0,41.0,31.0,0.0,100.0,0.0,500.0,500.0,,2.0,439.0,4.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,583.0,,2.0,1390.0,135.0,4.0,,0.0,7135.0
2013-05-16,,1500.0,5.0,186.0,500.0,0.0,100.0,0.0,0.0,0.0,40.0,32.0,0.0,0.0,100.0,0.0,600.0,500.0,,2.0,332.0,2.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1262.0,,37.0,1390.0,0.0,3.0,,0.0,6609.0
2013-05-17,,2500.0,1.0,164.0,600.0,0.0,57.0,0.0,0.0,0.0,35.0,23.0,0.0,0.0,100.0,0.0,500.0,500.0,,2.0,526.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1717.0,,5.0,1390.0,35.0,0.0,,0.0,8167.0
2013-05-18,,2000.0,2.0,168.0,300.0,0.0,95.0,0.0,0.0,15.0,30.0,32.0,0.0,0.0,100.0,0.0,600.0,500.0,,2.0,493.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1282.0,,6.0,1390.0,0.0,0.0,,0.0,7020.0
2013-05-19,,1800.0,9.0,121.0,300.0,0.0,56.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,100.0,0.0,500.0,450.0,,0.0,330.0,6.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,876.0,,1.0,1100.0,0.0,0.0,,0.0,5686.0
2013-05-20,,1800.0,2.0,159.0,220.0,0.0,56.0,0.0,0.0,6.0,0.0,23.0,0.0,0.0,100.0,0.0,400.0,500.0,,0.0,495.0,5.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2700.0,,12.0,1360.0,0.0,0.0,,0.0,7856.0
2013-05-21,,2000.0,4.0,199.0,50.0,0.0,56.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,100.0,0.0,450.0,500.0,,0.0,0.0,16.0,15.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,534.0,,2.0,2230.0,80.0,0.0,,0.0,6265.0
2013-05-22,,2000.0,7.0,297.0,425.0,0.0,59.0,1.0,0.0,0.0,60.0,44.0,0.0,0.0,100.0,0.0,500.0,500.0,,7.0,82.0,1.0,14.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,569.0,,8.0,2625.0,0.0,8.0,,0.0,7318.0
2013-05-23,,2500.0,2.0,238.0,450.0,0.0,60.0,1.0,0.0,34.0,50.0,48.0,0.0,13.0,100.0,0.0,500.0,500.0,,10.0,83.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,,9.0,1880.0,70.0,13.0,,0.0,7137.0
2013-05-24,,1500.0,1.0,163.0,400.0,0.0,56.0,0.0,0.0,3.0,50.0,16.0,0.0,13.0,100.0,0.0,500.0,500.0,,0.0,62.0,1.0,2.0,5.0,3.0,250.0,0.0,0.0,0.0,0.0,615.0,,12.0,2175.0,80.0,13.0,,0.0,6520.0
2013-05-25,,2000.0,3.0,119.0,460.0,0.0,58.0,0.0,0.0,45.0,50.0,25.0,0.0,0.0,100.0,0.0,350.0,450.0,,5.0,70.0,9.0,25.0,5.0,4.0,0.0,10.0,0.0,0.0,0.0,602.0,,30.0,1880.0,75.0,0.0,,0.0,6375.0
2013-05-26,,1500.0,2.0,135.0,100.0,0.0,58.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,100.0,0.0,400.0,400.0,,5.0,69.0,4.0,11.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,400.0,,16.0,1610.0,75.0,0.0,,0.0,4951.0
2013-05-27,,1600.0,14.0,261.0,150.0,0.0,19.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,600.0,500.0,,5.0,70.0,4.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,613.0,,12.0,230.0,75.0,17.0,,0.0,4331.0
2013-05-28,,1600.0,4.0,187.0,220.0,0.0,19.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,400.0,500.0,,5.0,70.0,3.0,8.0,2.0,2.0,0.0,20.0,0.0,0.0,0.0,540.0,,2.0,1360.0,140.0,0.0,,0.0,5222.0
2013-05-29,,1750.0,8.0,126.0,50.0,0.0,17.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,400.0,450.0,,0.0,60.0,3.0,11.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1891.0,,16.0,980.0,75.0,0.0,,0.0,5974.0
2013-05-31,,1700.0,4.0,146.0,800.0,0.0,18.0,2.0,1.0,0.0,1.0,79.0,134.0,0.0,100.0,0.0,500.0,450.0,,25.0,119.0,1.0,6.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,573.0,,2.0,1200.0,0.0,0.0,,0.0,5873.0
2013-06-01,,1800.0,3.0,74.0,500.0,0.0,12.0,1.0,0.0,2.0,1.0,55.0,0.0,0.0,100.0,0.0,600.0,450.0,,11.0,344.0,1.0,11.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1643.0,,11.0,1690.0,0.0,6.0,,100.0,7422.0
2013-06-02,,1000.0,3.0,134.0,300.0,0.0,12.0,1.0,0.0,0.0,1.0,23.0,0.0,0.0,100.0,0.0,400.0,400.0,,11.0,151.0,3.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,578.0,,10.0,1800.0,0.0,5.0,,0.0,4956.0
2013-06-04,,1800.0,17.0,164.0,250.0,0.0,7.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,100.0,0.0,600.0,350.0,,0.0,340.0,3.0,6.0,7.0,5.0,150.0,20.0,0.0,0.0,0.0,574.0,,30.0,1890.0,0.0,15.0,,0.0,6364.0
2013-06-05,,1800.0,3.0,152.0,500.0,0.0,9.0,2.0,1.0,0.0,1.0,73.0,0.0,0.0,100.0,0.0,600.0,500.0,,21.0,445.0,3.0,12.0,3.0,3.0,0.0,40.0,0.0,0.0,0.0,1271.0,,50.0,1540.0,0.0,12.0,,0.0,7141.0
2013-06-06,,1700.0,5.0,155.0,600.0,0.0,7.0,0.0,0.0,0.0,40.0,18.0,0.0,3.0,100.0,0.0,600.0,450.0,,0.0,283.0,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,526.0,,34.0,1280.0,0.0,32.0,,0.0,5848.0
2013-06-07,,1700.0,4.0,310.0,300.0,0.0,7.0,0.0,0.0,0.0,30.0,30.0,33.0,0.0,100.0,0.0,600.0,400.0,,0.0,229.0,10.0,-17.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,573.0,,10.0,1980.0,0.0,36.0,,0.0,6364.0
2013-06-08,,1000.0,7.0,173.0,450.0,0.0,10.0,1.0,0.0,4.0,0.0,55.0,0.0,0.0,100.0,137.0,600.0,450.0,,6.0,240.0,5.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,617.0,,27.0,1640.0,0.0,12.0,,0.0,5544.0
2013-06-09,,1000.0,1.0,189.0,300.0,0.0,12.0,1.0,0.0,4.0,1.0,40.0,0.0,0.0,100.0,0.0,300.0,500.0,,10.0,81.0,4.0,8.0,3.0,10.0,200.0,0.0,0.0,0.0,0.0,553.0,,50.0,1360.0,0.0,9.0,,0.0,4736.0
2013-06-10,,1500.0,2.0,148.0,500.0,0.0,11.0,1.0,0.0,0.0,1.0,91.0,0.0,87.0,100.0,0.0,600.0,500.0,,10.0,83.0,1.0,0.0,1.0,5.0,0.0,15.0,85.0,22.0,0.0,598.0,,19.0,1832.0,0.0,0.0,,0.0,6212.0
2013-06-11,,1000.0,2.0,151.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,30.0,0.0,0.0,100.0,0.0,500.0,450.0,,10.0,82.0,4.0,12.0,1.0,1.0,0.0,30.0,0.0,0.0,0.0,566.0,,22.0,1320.0,0.0,18.0,,0.0,4312.0
2013-06-12,,1500.0,10.0,153.0,50.0,0.0,5.0,0.0,0.0,0.0,0.0,40.0,0.0,35.0,100.0,0.0,600.0,400.0,,4.0,82.0,2.0,5.0,8.0,2.0,100.0,40.0,0.0,0.0,0.0,620.0,,47.0,1360.0,0.0,0.0,,0.0,5163.0
2013-06-13,,1500.0,4.0,256.0,75.0,0.0,6.0,0.0,0.0,29.0,0.0,47.0,0.0,0.0,100.0,0.0,450.0,400.0,,4.0,70.0,9.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,583.0,,61.0,1340.0,0.0,18.0,,0.0,4975.0
2013-06-14,,1000.0,1.0,10.0,270.0,0.0,4.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,100.0,0.0,500.0,450.0,,0.0,80.0,4.0,11.0,10.0,8.0,0.0,10.0,0.0,0.0,0.0,586.0,,7.0,1040.0,0.0,8.0,,0.0,4153.0
2013-06-15,,1500.0,8.0,133.0,400.0,0.0,5.0,0.0,0.0,4.0,0.0,30.0,0.0,0.0,100.0,0.0,500.0,450.0,,2.0,118.0,11.0,7.0,11.0,12.0,0.0,18.0,0.0,0.0,0.0,1103.0,,10.0,1320.0,0.0,19.0,,0.0,5761.0
2013-06-16,,1300.0,5.0,80.0,200.0,0.0,5.0,0.0,0.0,17.0,0.0,37.0,0.0,0.0,100.0,0.0,600.0,0.0,,2.0,100.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,547.0,,12.0,0.0,0.0,13.0,,0.0,3034.0
2013-06-17,,1300.0,4.0,140.0,500.0,0.0,40.0,8.0,3.0,12.0,5.0,160.0,0.0,0.0,100.0,0.0,650.0,0.0,,75.0,269.0,5.0,8.0,5.0,3.0,200.0,0.0,0.0,0.0,0.0,577.0,,21.0,1540.0,0.0,12.0,,100.0,5737.0
2013-06-18,,1000.0,4.0,195.0,300.0,0.0,329.0,5.0,2.0,14.0,4.0,120.0,0.0,0.0,100.0,0.0,600.0,125.0,,50.0,304.0,5.0,20.0,4.0,6.0,0.0,20.0,0.0,0.0,0.0,577.0,,39.0,1440.0,0.0,26.0,,0.0,5289.0
2013-06-19,,1000.0,1.0,74.0,0.0,0.0,29.0,6.0,2.0,0.0,4.0,100.0,0.0,0.0,100.0,0.0,600.0,150.0,,53.0,438.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,603.0,,23.0,1540.0,70.0,0.0,,150.0,4949.0
