Date	NR	WR	SR	ER	NER	Total
15-Sep-17	3.6	11.4	27.8	1	0	44
16-Sep-17	6.6	11	27.9	1.2	0	47
17-Sep-17	9.7	11.5	21	1.2	0	43
18-Sep-17	0.8	9.9	25	0.9	0	37
19-Sep-17	11.3	13.3	28.1	0.3	0	53
20-Sep-17	3.6	12.8	28.9	0.4	0	46
21-Sep-17	11	8	28.9	0.4	0	48
22-Sep-17	3.3	9.9	30.8	0.4	0	44
23-Sep-17	3.3	17.3	33.8	0.6	0	55
24-Sep-17	3	14.8	28.5	0.6	0	47
25-Sep-17	0.9	15.4	23	0.6	0	40
26-Sep-17	3.3	15.6	27.1	0.6	0	47
27-Sep-17	1.2	15.3	25	0.5	0	42
28-Sep-17	4.2	15	23.3	0.6	0	43
29-Sep-17	4.1	15.4	22.8	0.5	0	43
30-Sep-17	4.3	15.8	25.8	0.5	0	46
01-Oct-17	3.4	15.5	28.6	0.5	0	48
02-Oct-17	0.8	15.3	27.7	0.6	0	44
03-Oct-17	0.8	15.7	30	0.8	0	47
04-Oct-17	4.2	15.2	25.6	0.9	0	46
05-Oct-17	4	15.5	23.8	1.1	0	44
06-Oct-17	3.9	14.8	27.1	0.6	0	46
07-Oct-17	4.2	14.7	29.3	0.6	0	49
08-Oct-17	3.7	15.4	28.9	0.8	0	49
09-Oct-17	0.9	13.8	26.8	1.1	0	43
10-Oct-17	3.8	11.6	28.4	0.6	0	44
11-Oct-17	0.8	11.7	30.4	0.6	0	43
12-Oct-17	0.7	8.5	24.1	1.6	0	35
13-Oct-17	3.6	11.9	25.1	1.8	0	42
14-Oct-17	3.8	15	26.8	0.4	0	46
15-Oct-17	4.2	16.3	24.4	0.7	0	46
16-Oct-17	3.8	16.7	24.6	0.8	0	46
17-Oct-17	3.3	16.9	25.4	0.7	0	46
18-Oct-17	4.2	16.7	30.9	0.8	0	53
19-Oct-17	3.7	15.5	33.8	0.6	0	54
20-Oct-17	0.9	14.8	32.7	0.4	0	49
21-Oct-17	3.1	14.1	27.5	0.5	0	45
22-Oct-17	3.8	15.6	32.5	0.7	0	53
23-Oct-17	1.3	16.6	28.9	0.7	0	47
24-Oct-17	1	16.4	28.9	0.7	0	47
25-Oct-17	3.7	16.6	31.3	0.8	0	52
26-Oct-17	2.9	16	28.6	0.8	0	48
27-Oct-17	3.4	15.3	31.4	0.7	0	51
28-Oct-17	3.7	15	30.5	0.6	0	50
29-Oct-17	3.2	14.8	34.3	0.7	0	53
30-Oct-17	3.6	15.4	30	0.6	0	50
31-Oct-17	0.9	15.4	29.2	0.4	0	46
01-Nov-17	3.2	15.2	29	0.7	0	48
02-Nov-17	3.4	15.1	32.1	0.8	0	51
03-Nov-17	3.4	15.1	32	0.7	0	51
04-Nov-17	3.5	14.9	26.9	0.7	0	46
05-Nov-17	3	15	26.8	0.8	0	46
06-Nov-17	2.8	15.6	29	1.3	0	49
07-Nov-17	2.9	15.5	30.8	0.9	0	50
08-Nov-17	2.8	15.4	32.5	0.7	0	51
09-Nov-17	3.1	14.9	36.5	0.7	0	55
10-Nov-17	0.7	14.4	35.7	0.7	0	51
11-Nov-17	2.7	14.3	29.6	0.7	0	47
12-Nov-17	2.8	14.5	30	0.7	0	48
13-Nov-17	0.7	13.9	33.8	0.7	0	49
14-Nov-17	3	13.3	26.9	0.5	0	44
15-Nov-17	0.6	15.4	31	0.3	0	47
16-Nov-17	1.9	13.3	33.5	0.3	0	49
17-Nov-17	2.6	13.1	31.4	0.5	0	48
18-Nov-17	2.1	12.9	27.8	0.5	0	43
19-Nov-17	2.9	12.1	27.2	0.6	0	43
20-Nov-17	0.9	12.1	31.9	0.6	0	46
21-Nov-17	3.1	12.1	29.6	0.7	0	45
22-Nov-17	3.2	14.1	32.7	0.6	0	51
23-Nov-17	3.8	15	33.7	0.7	0	53
24-Nov-17	3.4	16.5	32.4	0.7	0	53
25-Nov-17	3.1	16.1	28.5	0.7	0	48
26-Nov-17	3.5	16.2	29	0.7	0	49
27-Nov-17	3.4	16.1	30.7	0.7	0	51
28-Nov-17	0.7	16	33.5	0.7	0	51
29-Nov-17	0.7	15.3	31.1	0.7	0	48
30-Nov-17	2.9	15.6	25.2	0.7	0	44
01-Dec-17	3.3	14.7	23.9	0.7	0	43
02-Dec-17	3	13.9	27.5	0.6	0	45
03-Dec-17	2.7	13.4	32.6	0.6	0	49
04-Dec-17	0.5	9.3	33.9	0.6	0	44
05-Dec-17	1.7	4	28.9	0.7	0	35
06-Dec-17	0.5	5.6	30	0.6	0	37
07-Dec-17	2.9	11	31.9	0.6	0	46
08-Dec-17	3	12.9	36	0.5	0	52
09-Dec-17	0.7	13.9	36.1	0.4	0	51
10-Dec-17	1.1	14	38	0.5	0	54
11-Dec-17	2.3	14.2	38.9	0.6	0	56
12-Dec-17	2.4	16.1	35.5	0.7	0	55
13-Dec-17	2.6	15.1	33.9	0.7	0.1	52
14-Dec-17	2.3	14.4	35.3	0.6	0	53
15-Dec-17	2.6	13.9	32.6	0.6	0	50
16-Dec-17	0.7	13.5	34.9	0.7	0	50
17-Dec-17	3.1	14.8	36.9	0.6	0	56
18-Dec-17	0.8	14.5	36.1	1.2	0	53
19-Dec-17	2.8	13.2	37.1	0.5	0	54
20-Dec-17	0.6	11.1	38.4	0.7	0	51
21-Dec-17	3.1	13.4	38.8	0.6	0	56
22-Dec-17	1	13.2	39.8	0.5	0	54
23-Dec-17	0.7	13.5	39.8	0.6	0	55
24-Dec-17	3.5	16.3	40.4	0.9	0	61
25-Dec-17	0.8	16.8	37.6	0.6	0	56
26-Dec-17	2.8	17.1	38	0.7	0	59
27-Dec-17	0.6	17	41.1	0.7	0	59
28-Dec-17	0.9	17.2	39.5	1.6	0	59
29-Dec-17	2.8	16.7	39.1	0.7	0	59
30-Dec-17	2.8	15.7	41.2	0.6	0	60
31-Dec-17	0.6	15	43.5	0.9	0	60
01-Jan-18	0.4	15.6	41.6	0.4	0	58
02-Jan-18	3	15.9	37.3	0.6	0	57
03-Jan-18	3.2	16.7	36.8	0.6	0	57
04-Jan-18	2.9	16.2	36.2	0.9	0	56
05-Jan-18	2.9	15.5	39.5	0.7	0	59
06-Jan-18	2.2	15.7	39.7	0.7	0	58
07-Jan-18	3	16	39.7	0.6	0	59
08-Jan-18	0.5	16.2	41.1	0.7	0	59
09-Jan-18	2.6	14.6	37.1	0.7	0	55
10-Jan-18	2.6	14.9	36.6	0.7	0	55
11-Jan-18	2.5	15.1	39.8	0.5	0	58
12-Jan-18	2.8	13.8	37.6	0.6	0	55
13-Jan-18	3	12.3	40.7	0.6	0	57
14-Jan-18	2.9	14.1	43.3	0.6	0	61
15-Jan-18	0.6	16.5	41	0.7	0	59
16-Jan-18	3	17	39.3	0.7	0	60
17-Jan-18	0.7	17.3	41.9	0.7	0	61
18-Jan-18	2.8	17.8	46.1	0.7	0	67
19-Jan-18	7.4	18.2	47.5	0.7	0	74
20-Jan-18	3.3	17.9	45.7	0.7	0	68
21-Jan-18	4.9	17.7	47.4	1.9	0	72
22-Jan-18	0.7	16.6	46.5	0.8	0	65
23-Jan-18	6.8	15.9	42.8	0.6	0	66
24-Jan-18	4.7	17.8	41.1	0.6	0	64
25-Jan-18	5.8	18.2	43.4	0.7	0	68
26-Jan-18	5.5	18.3	44.7	0.3	0	69
27-Jan-18	8	17.9	44	0.7	0	71
28-Jan-18	8.9	17.8	44.4	1.5	0	73
29-Jan-18	6.5	17.3	38.5	0.8	0	63
30-Jan-18	8	18.2	48	0.8	0	75
31-Jan-18	5.6	18.1	50.9	0.8	0	75
01-Feb-18	8.1	17.8	51.5	0.7	0	78
02-Feb-18	6	17.2	51.8	0.7	0	76
03-Feb-18	6	17.2	53.9	0.7	0	78
04-Feb-18	5.4	17.1	49.2	0.7	0	72
05-Feb-18	6.7	13.1	51	0.7	0	72
06-Feb-18	9.3	9.3	45.1	0.8	0	64
07-Feb-18	7.5	12.3	26.7	0.5	0	47
08-Feb-18	5.7	17.7	42	0.8	0	66
09-Feb-18	8.3	17.9	40.2	0.5	0	67
10-Feb-18	8.9	16	32.6	0.6	0	58
11-Feb-18	6.1	14.8	39.2	0.7	0	61
12-Feb-18	4.8	17	44.1	0.5	0	66
13-Feb-18	8.5	16.1	41.5	0.5	0	67
14-Feb-18	6.5	17.1	46.4	0.8	0	71
15-Feb-18	6.3	17.9	45.1	0.9	0	70
16-Feb-18	6.6	18.3	48.3	0.8	0	74
17-Feb-18	6.2	18.4	51.2	1.5	0	77
18-Feb-18	8.5	17.7	51.7	1.8	0	80
19-Feb-18	8.6	17.4	51.5	1.4	0	79
20-Feb-18	9.3	18	49.5	1.3	0	78
21-Feb-18	6	18.1	50.3	1.5	0	76
22-Feb-18	7.9	17.5	49.1	0.8	0	75
23-Feb-18	9	17.7	51	1.4	0	79
24-Feb-18	8.2	14	56.1	0.8	0	79
25-Feb-18	6.3	18.1	58.4	0.7	0	84
26-Feb-18	6.7	18.3	57.4	0.7	0	83
27-Feb-18	6.4	18.4	54.7	0.9	0	81
28-Feb-18	5.7	16.9	52.4	0.9	0	76
01-Mar-18	8.9	16.8	53.2	0.9	0	80
02-Mar-18	9.1	17.9	55.9	2.3	0	85
03-Mar-18	8.4	18.3	53.6	1.4	0	82
04-Mar-18	7.1	16.9	54.4	0.8	0	79
05-Mar-18	6.3	18.1	56.1	0.5	0	81
06-Mar-18	7.4	19.1	55.9	0.8	0	83
07-Mar-18	16.7	16.3	54.1	0.9	0	88
08-Mar-18	19.4	17.2	54.1	0.8	0	92
09-Mar-18	14.5	18.2	51.8	1.2	0	86
10-Mar-18	6.9	17.5	50.3	0.9	0	76
11-Mar-18	7	18.7	48.8	0.8	0	75
12-Mar-18	4	19.3	47.7	0.7	0	72
13-Mar-18	7.1	19.2	48.1	0.8	0.2	75
14-Mar-18	6.2	17	45.9	0.8	0	70
15-Mar-18	8	16.4	38.3	0.5	0	63
16-Mar-18	9	17.8	38.4	0.6	0	66
17-Mar-18	7	19.4	46.2	0.9	0	74
18-Mar-18	9.9	17.7	52.3	1	0	81
19-Mar-18	6.7	14.3	53.1	0.9	0	75
20-Mar-18	9.4	18.8	54.8	0.9	0	84
21-Mar-18	5.6	19.8	53.5	0.7	0	80
22-Mar-18	7.7	20.2	55.2	0.8	0	84
23-Mar-18	7.5	20.2	56.4	0.9	0	85
24-Mar-18	7	20.2	52.7	0.9	0	81
25-Mar-18	10.1	20	53	1.4	0	84
26-Mar-18	10.4	19.8	53.8	0.9	0	85
27-Mar-18	10.3	19.8	51.3	0.9	0	82
28-Mar-18	7.3	20.9	54.1	0.9	0	83
29-Mar-18	8	19.6	51.6	0.8	0	80
30-Mar-18	6.9	21.4	50.3	0.8	0	79
31-Mar-18	7	21.5	50.9	0.8	0	80
01-Apr-18	15.2	21.5	51.9	1.2	0	90
02-Apr-18	15.2	20.4	47	1.2	0	84
03-Apr-18	10.4	20.9	54.6	0.9	0	87
04-Apr-18	11	20.5	54	0.9	0	86
05-Apr-18	14	19.8	51.2	0.8	0	86
06-Apr-18	13	17.9	45	0.8	0	77
07-Apr-18	17.8	19	53	0.7	0	90
08-Apr-18	14.6	18.8	50.3	0.7	0	85
09-Apr-18	11.8	19.8	55.5	0.7	0	88
10-Apr-18	17.6	19.5	56.1	0.8	0	94
11-Apr-18	14.6	18.8	54.6	0.8	0	89
12-Apr-18	18.3	19.4	57.6	0.7	0	96
13-Apr-18	15.1	19.8	56.4	0.9	0	92
14-Apr-18	19.2	20.5	57.9	0.9	0	98
15-Apr-18	15.1	19.1	53.1	0.8	0	88
16-Apr-18	15	20.5	57.2	0.9	0	94
17-Apr-18	14.9	20.6	59.2	0.9	0	96
18-Apr-18	16.3	22.1	59	1.2	0	99
19-Apr-18	19.9	21.7	55.6	0.9	0	98
20-Apr-18	15	21.8	56.3	0.9	0	94
21-Apr-18	17.8	22.7	60.2	0.9	0	102
22-Apr-18	14.5	22.2	55.2	0.9	0	93
23-Apr-18	17.2	22.6	57	0.9	0	98
24-Apr-18	18.2	22.5	57.4	0.9	0	99
25-Apr-18	20.4	22.5	58	0.9	0	102
26-Apr-18	19.4	21.4	57.3	0.8	0	99
27-Apr-18	19.4	20	58.2	0.8	0	98
28-Apr-18	15.7	20.1	58.6	0.8	0	95
29-Apr-18	16.5	21.3	53.7	0.8	0	92
30-Apr-18	16.6	21.3	58.3	0.7	0	97
01-May-18	19.6	21.7	58.9	0.8	0	101
02-May-18	11.1	21.5	57.6	0.9	0	91
03-May-18	17.1	21.7	52.9	0.8	0	92
04-May-18	18.2	20.7	49.9	0.9	0	90
05-May-18	20.6	20.1	53.8	0.9	0	95
06-May-18	21.4	21.1	53.3	0.9	0	97
07-May-18	15.6	22.1	55.5	0.8	0	94
08-May-18	19	21.5	55	0.8	0	96
09-May-18	15.9	21.2	53.7	0.8	0	92
10-May-18	16.3	20.8	51.1	0.7	0	89
11-May-18	19.6	21.3	57.8	0.7	0	99
12-May-18	15.8	21.4	55	0.7	0	93
13-May-18	14.9	20.5	56.7	0.8	0	93
14-May-18	14.3	20.3	53.3	0.7	0	89
15-May-18	17.9	19.6	48.6	0.9	0	87
16-May-18	13.1	19.1	57	1.1	0	90
17-May-18	14.6	19.6	54.9	0.9	0	90
18-May-18	14.5	20.1	53.9	0.7	0	89
19-May-18	15	20.4	55.5	0.8	0	92
20-May-18	19.5	19.6	54.1	0.7	0	94
21-May-18	15.1	19.2	53.5	0.8	0	89
22-May-18	20.1	19.3	53.2	0.8	0	93
23-May-18	15.9	19.1	48.2	0.8	0	84
24-May-18	16.6	19.4	50	0.8	0	87
25-May-18	17.4	20.9	47.8	0.7	0	87
26-May-18	17.1	20.2	52.9	0.9	0	91
27-May-18	21.3	20.7	54.9	0.7	0	98
28-May-18	17.3	20.8	56.6	0.8	0	95
29-May-18	20	19.7	58.4	0.7	0	99
30-May-18	16.3	20	54.5	0.8	0	92
31-May-18	17	18.6	56.8	0.7	0	93
01-Jun-18	18.6	18.8	51.5	0.8	0	90
02-Jun-18	16.1	17.9	39.6	0.9	0	75
03-Jun-18	19.4	18	53.1	0.8	0	91
04-Jun-18	16.2	12.2	54.6	0.8	0	84
05-Jun-18	16.3	19.4	54.3	0.8	0	91
06-Jun-18	15.8	18.8	52.8	0.9	0	88
07-Jun-18	19.5	17.1	45.8	0.5	0	83
08-Jun-18	17.4	17.1	39.5	0.6	0	75
09-Jun-18	15.4	16	37.4	0.7	0	70
10-Jun-18	17.1	17	44.3	0.8	0	79
11-Jun-18	19	16.9	40	0.6	0	77
12-Jun-18	13.8	19.2	50	0.6	0	84
13-Jun-18	14.2	20.3	53.3	0.7	0	89
14-Jun-18	10.2	19.7	52.5	0.8	0	83
15-Jun-18	11.7	19.6	58.4	0.9	0	91
16-Jun-18	13	18.7	59.7	0.8	0	92
17-Jun-18	12	18.2	56.8	0.9	0	88
18-Jun-18	8.8	18	55.1	0.7	0	83
19-Jun-18	16.5	18.1	55.7	0.8	0	91
20-Jun-18	18.6	19.1	59	0.8	0	97
21-Jun-18	14.9	18.1	52.2	0.8	0	86
22-Jun-18	20.9	15.7	38.7	0.8	0	76
23-Jun-18	15.5	16.5	41.5	0.7	0	74
24-Jun-18	20.5	15.9	53.6	0.7	0	91
25-Jun-18	15.3	12.7	53.6	0.7	0.1	82
26-Jun-18	18.5	12.9	51.7	0.3	0	83
27-Jun-18	13.1	13.9	42.6	0.4	0	70
28-Jun-18	14.5	12.2	39.9	0.6	0	67
29-Jun-18	14.2	14.4	48.2	0.7	0	78
30-Jun-18	14	18.3	55.8	0.8	0	89
01-Jul-18	12.5	18.2	49.1	0.5	0	80
02-Jul-18	14.7	17.2	56.6	0.6	0	89
03-Jul-18	15.2	14.8	49.8	0.4	0	80
04-Jul-18	14.4	13.2	51.4	0.5	0	80
05-Jul-18	17.9	13.3	52.6	0.8	0	84
06-Jul-18	16.3	15	42.4	0.6	0	74
07-Jul-18	16.4	15.8	33.7	0.8	0	67
08-Jul-18	19.1	16.5	32.3	0.9	0	69
09-Jul-18	16	14.1	34.2	0.7	0	65
10-Jul-18	15.4	10.5	32.4	0.6	0	59
11-Jul-18	17.5	9.6	29.9	0.6	0	58
12-Jul-18	15.2	8.1	34.2	0.6	0	58
13-Jul-18	14.5	12.1	39.2	0.6	0	66
14-Jul-18	15.1	10.8	34.7	0.6	0	61
15-Jul-18	14	9.9	32.9	0.6	0	57
16-Jul-18	15.4	11.1	31.7	0.5	0	59
17-Jul-18	14.5	10.1	46.4	0.9	0	72
18-Jul-18	13.8	10.6	48.1	0.6	0	73
19-Jul-18	14.4	9.5	44.2	0.9	0	69
20-Jul-18	12.3	8.5	36.9	0.6	0	58
21-Jul-18	13.9	10.4	41.2	0.4	0	66
22-Jul-18	12.2	8.8	39.8	0.3	0	61
23-Jul-18	11.8	6.1	43.7	0.4	0	62
24-Jul-18	10.6	7.7	46.3	0.3	0	65
25-Jul-18	16.3	9.1	49.4	0.4	0	75
26-Jul-18	10.5	8.5	42.8	0.9	0	63
27-Jul-18	12.3	10.5	40.7	0.4	0	64
28-Jul-18	13.3	15	44.7	0.4	0	73
29-Jul-18	17.9	13.7	46.5	0.4	0	79
30-Jul-18	16.3	15.1	50.2	0.4	0	82
31-Jul-18	14.8	16.3	45.5	0.5	0	77
01-Aug-18	16.4	16.3	46.8	0.3	0	80
02-Aug-18	16.2	15.4	50.8	0.2	0	83
03-Aug-18	15.8	14.6	51.5	0.6	0	82
04-Aug-18	11.7	15.8	51.2	0.5	0	79
05-Aug-18	14.9	13.8	46.8	0.5	0	76
06-Aug-18	14.8	13.5	47.2	0.2	0	76
07-Aug-18	13.6	11.7	39.6	0.5	0	65
08-Aug-18	17.1	8.2	37.7	0.6	0	64
09-Aug-18	13.5	11.6	48.4	0.7	0	74
10-Aug-18	19.2	12.4	42.1	0.6	0	74
11-Aug-18	21.8	13.9	23.7	0.6	0	60
12-Aug-18	16.6	12.2	27.7	0.5	0	57
13-Aug-18	16.2	13.5	40.1	1.2	0	71
14-Aug-18	17.5	13.3	38	0.6	0	69
15-Aug-18	15.5	10.5	27.6	0.5	0	54
16-Aug-18	18.2	10.2	29.6	0.7	0	59
17-Aug-18	18.9	9	44.4	0.8	0	73
18-Aug-18	19	9.2	42	0.9	0	71
19-Aug-18	18.8	10.9	36.4	0.8	0	67
20-Aug-18	16.4	8.1	32.1	0.6	0	57
21-Aug-18	16.2	7.7	48.7	0.6	0	73
22-Aug-18	19.6	9.5	53.2	0.4	0	83
23-Aug-18	16.9	11	49	0.5	0	77
24-Aug-18	19.6	12.2	52.7	0.4	0	85
25-Aug-18	18.7	12.4	54.1	0.4	0	86
26-Aug-18	17.9	12.1	46.4	0.9	0	77
27-Aug-18	20.2	13.1	38.9	0.6	0	73
28-Aug-18	17.3	11.4	51.8	0.5	0	81
29-Aug-18	13	10.5	51	0.7	0	75
30-Aug-18	19.2	12.2	58.6	0.5	0	91
31-Aug-18	18.6	10.5	52	0.5	0	82
01-Sep-18	19	11.4	54.1	0.5	0	85
02-Sep-18	20.1	11.8	56.4	0.5	0	89
03-Sep-18	16.5	13.9	58.4	1.1	0	90
04-Sep-18	18.5	14.1	60.6	0.7	0	94
05-Sep-18	16.2	17.4	56.9	0.5	0	91
06-Sep-18	17.4	16.5	55.7	0.9	0	90
07-Sep-18	16.3	12.9	56.4	0.4	0	86
08-Sep-18	15.9	11.6	57.9	0.9	0	86
09-Sep-18	17.2	11.9	59.3	0.5	0	89
10-Sep-18	19	12.1	52.3	0.6	0	84
11-Sep-18	20.7	15.5	55.6	1.5	0	93
12-Sep-18	21.3	16.7	53.5	0.9	0	92
13-Sep-18	21.4	17.4	59.7	0.8	0	99
14-Sep-18	21.7	18.3	60.5	0.9	0	101
15-Sep-18	21.5	19.5	60.7	1	0	103
16-Sep-18	18.8	17.4	52.7	1	0	90
17-Sep-18	19.8	18.2	41.7	0	0	80
18-Sep-18	20.9	18.8	56.4	0.8	0	97
19-Sep-18	20.6	18.6	47	0.9	0	87
20-Sep-18	20.4	20	46.2	0.8	0	87
21-Sep-18	19.3	16.8	39.6	0.8	0	77
22-Sep-18	14.1	11.6	63.1	0.9	0	90
23-Sep-18	18.8	12.7	61.1	0.1	0	93
24-Sep-18	19.7	18.5	54.5	1	0	94
25-Sep-18	20.4	19.2	56.5	0.9	0	97
26-Sep-18	22.1	21.4	51.6	0.5	0	96
27-Sep-18	18.5	20.2	59.2	0.9	0	99
28-Sep-18	19.9	20.5	53.8	1.1	0	95
29-Sep-18	17.3	20.8	55.6	1	0	95
30-Sep-18	21.8	21.4	58.5	1	0	103
01-Oct-18	22	20	57	1	0	100
02-Oct-18	22	20	59	1	0	103
03-Oct-18	22	20	57	1	0	99
04-Oct-18	23	19	52	1	0	95
05-Oct-18	23	19	48	1	0	91
06-Oct-18	22	20	56	1	0	100
07-Oct-18	21	20	63	1	0	104
08-Oct-18	23	19	62	1	0	105
09-Oct-18	22	21	61	1	0	104
10-Oct-18	19	20	59	1	0	100
11-Oct-18	21	19	60	1	0	100
12-Oct-18	22	19	66	0	0	107
13-Oct-18	22	18	63	1	0	105
14-Oct-18	23	19	52	1	0	96
15-Oct-18	22	20	58	0	0	100
16-Oct-18	18	19	54	1	0	93
17-Oct-18	18	17	52	1	0	88
18-Oct-18	22	20	58	1	0	101
19-Oct-18	21	20	68	1	0	110
20-Oct-18	21	20	70	1	0	111
21-Oct-18	18	20	68	1	0	107
22-Oct-18	22	20	71	1	0	113
23-Oct-18	22	20	67	1	0	111
24-Oct-18	22	20	61	1	0	103
25-Oct-18	19	19	60	1	0	99
26-Oct-18	21	20	64	1	0	107
27-Oct-18	22	19	72	1	0	114
28-Oct-18	22	20	73	1	0	117
29-Oct-18	22	19	69	1	0	112
30-Oct-18	22	20	73	1	0	116
31-Oct-18	20	21	66	1	0	107
01-Nov-18	20	20	56	1	0	96
02-Nov-18	20	16	45	1	0	82
03-Nov-18	19	18	52	1	0	90
04-Nov-18	22	18	66	2	0	108
05-Nov-18	23	18	69	1	0	111
06-Nov-18	23	20	61	1	0	105
07-Nov-18	23	20	68	1	0	111
08-Nov-18	22	20	64	1	0	107
09-Nov-18	20	20	70	1	0	111
10-Nov-18	22	20	71	1	0	113
11-Nov-18	22	20	72	1	0	115
12-Nov-18	21	20	71	1	0	113
13-Nov-18	19	20	72	1	0	112
14-Nov-18	18	18	72	1	0	109
15-Nov-18	21	19	67	1	0	107
16-Nov-18	19	20	47	1	0	87
17-Nov-18	21	20	61	1	0	103
18-Nov-18	22	20	61	1	0	103
19-Nov-18	20	18	59	1	0	98
20-Nov-18	20	17	60	1	0	97
21-Nov-18	21	18	61	1	0	101
22-Nov-18	21	18	50	1	0	90
23-Nov-18	21	18	45	1	0	86
24-Nov-18	21	20	60	1	0	101
25-Nov-18	20	20	66	1	0	107
26-Nov-18	19	19	68	1	0	107
27-Nov-18	16	18	73	1	0	108
28-Nov-18	19	18	71	1	0	109
29-Nov-18	20	19	59	1	0	100
30-Nov-18	20	18	65	1	0	103
01-Dec-18	21	17	70	1	0	108
02-Dec-18	20	17	72	1	0	110
03-Dec-18	20	17	63	1	0	100
04-Dec-18	21	15	45	1	0	81
05-Dec-18	20	17	45	0	0	81
06-Dec-18	22	17	57	1	0	97
07-Dec-18	23	18	63	1	0	105
08-Dec-18	22	17	59	1	0	99
09-Dec-18	21	18	53	1	0	93
10-Dec-18	12	18	55	1	0	86
11-Dec-18	17	18	59	1	0	96
12-Dec-18	18	17	60	1	0	96
13-Dec-18	19	18	52	1	0	90
14-Dec-18	20	18	55	1	0	94
15-Dec-18	23	19	60	1	0	102
16-Dec-18	22	18	53	1	0	94
17-Dec-18	23	18	49	1	0	91
18-Dec-18	23	19	49	1	0	92
19-Dec-18	25	21	53	1	0	99
20-Dec-18	23	21	65	1	0	110
21-Dec-18	23	21	61	1	0	106
22-Dec-18	24	21	61	1	0	106
23-Dec-18	23	20	64	1	0	109
24-Dec-18	22	19	59	1	0	101
25-Dec-18	20	19	64	1	0	104
26-Dec-18	21	20	63	1	0	104
27-Dec-18	22	21	58	1	0	102
28-Dec-18	23	22	62	0	0	107
29-Dec-18	24	22	60	1	0	107
30-Dec-18	23	21	65	1	0	110
31-Dec-18	23	22	69	1	0	115
01-Jan-19	22	20	74	1	0	116
02-Jan-19	20	20	75	1	0	115
03-Jan-19	19	21	74	1	0	115
04-Jan-19	12	19	76	1	0	108
05-Jan-19	17	19	73	1	0	110
06-Jan-19	17	20	71	1	0	109
07-Jan-19	20	20	71	1	0	112
08-Jan-19	21	21	74	1	0	116
09-Jan-19	20	20	74	1	0	116
10-Jan-19	19	20	74	1	0	114
11-Jan-19	16	20	71	1	0	108
12-Jan-19	13	20	68	1	0	101
13-Jan-19	17	20	68	0	0	105
14-Jan-19	22	20	72	1	0	114
15-Jan-19	23	20	71	1	0	115
16-Jan-19	18	22	73	1	0	113
17-Jan-19	22	20	73	1	0	116
18-Jan-19	21	21	71	1	0	114
19-Jan-19	18	22	70	1	0	111
20-Jan-19	20	21	72	1	0	113
21-Jan-19	13	19	76	1	0	109
22-Jan-19	13	20	75	1	0	109
23-Jan-19	13	21	71	1	0	106
24-Jan-19	20	20	67	1	0	108
25-Jan-19	16	18	58	1	0	93
26-Jan-19	23	20	47	1	0	90
27-Jan-19	24	22	39	1	0	85
